代码,名称,最新价,涨跌幅,涨跌额,成交量(手),成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率(动态),市净率
002688,金河生物,5.41,0.19%,0.01,3.57万,1926.99万,1.85%,5.45,5.35,5.37,5.40,0.72,0.57%,25.29,2.13
605178,时空科技,48.79,0.18%,0.09,3504,1716.52万,2.34%,49.57,48.43,48.68,48.70,0.70,1.98%,28.15,1.71
600649,城投控股,5.45,0.18%,0.01,4.44万,2416.40万,0.92%,5.46,5.41,5.42,5.44,0.56,0.18%,35.47,0.71
688500,慧辰资讯,38.37,0.18%,0.07,1398,539.94万,2.74%,39.05,38.00,38.48,38.30,0.54,0.83%,119.19,2.42
601816,京沪高铁,5.56,0.18%,0.01,20.47万,1.14亿,1.08%,5.59,5.53,5.55,5.55,0.63,0.64%,110.78,1.50
300283,温州宏丰,5.56,0.18%,0.01,12.44万,6936.84万,3.96%,5.68,5.46,5.58,5.55,0.73,4.78%,99.71,3.26
002022,科华生物,16.76,0.18%,0.03,5.23万,8778.31万,2.33%,17.00,16.61,16.68,16.73,0.59,1.02%,16.09,2.99
603009,北特科技,5.61,0.18%,0.01,2.61万,1467.83万,2.50%,5.70,5.56,5.59,5.60,0.58,0.79%,144.88,1.27
002151,北斗星通,50.79,0.18%,0.09,7.37万,3.76亿,1.60%,51.52,50.71,50.79,50.70,0.57,2.00%,182.32,6.19
000584,哈工智能,5.73,0.17%,0.01,1.77万,1004.65万,1.92%,5.75,5.64,5.72,5.72,0.62,0.30%,-113.70,1.84
601886,江河集团,5.74,0.17%,0.01,1.78万,1017.19万,1.92%,5.79,5.68,5.68,5.73,0.47,0.15%,12.54,0.82
002584,西陇科学,5.74,0.17%,0.01,5.67万,3248.15万,3.32%,5.81,5.62,5.70,5.73,0.65,1.46%,58.24,1.65
600908,无锡银行,5.78,0.17%,0.01,15.20万,8847.56万,2.77%,5.91,5.75,5.78,5.77,0.99,0.88%,8.00,0.93
000501,鄂武商Ａ,11.63,0.17%,0.02,12.77万,1.50亿,3.79%,11.97,11.53,11.63,11.61,0.89,1.66%,33.20,0.94
002653,海思科,17.45,0.17%,0.03,1.63万,2842.58万,2.53%,17.69,17.25,17.42,17.42,0.51,0.34%,34.92,6.98
002538,司尔特,5.83,0.17%,0.01,4.56万,2683.35万,2.75%,5.97,5.81,5.82,5.82,0.43,0.65%,15.62,1.09
300534,陇神戎发,5.86,0.17%,0.01,2.89万,1711.61万,2.91%,6.01,5.84,5.85,5.85,0.59,0.96%,-104.48,2.49
002913,奥士康,59.17,0.17%,0.10,6676,3969.80万,2.34%,60.19,58.81,59.07,59.07,1.01,0.46%,29.01,3.35
300206,理邦仪器,17.98,0.17%,0.03,6.40万,1.14亿,6.02%,18.45,17.37,17.89,17.95,0.62,1.89%,12.34,5.73
000650,仁和药业,6.01,0.17%,0.01,7.94万,4781.88万,1.17%,6.06,5.99,5.99,6.00,0.39,0.67%,17.05,1.73
300644,南京聚隆,36.15,0.17%,0.06,1.29万,4650.50万,3.63%,36.69,35.38,36.00,36.09,0.58,3.20%,34.27,3.27
002708,光洋股份,6.03,0.17%,0.01,3.02万,1824.22万,1.66%,6.08,5.98,5.98,6.02,0.66,0.77%,54.67,1.93
000062,深圳华强,12.15,0.16%,0.02,3.07万,3749.67万,2.56%,12.38,12.07,12.12,12.13,1.10,0.29%,20.64,2.33
603300,华铁应急,6.09,0.16%,0.01,1.35万,819.54万,1.48%,6.14,6.05,6.07,6.08,0.56,0.20%,26.06,1.77
600015,华夏银行,6.15,0.16%,0.01,13.82万,8499.16万,0.65%,6.17,6.13,6.14,6.14,0.93,0.11%,5.03,0.44
688189,南新制药,49.46,0.16%,0.08,4855,2408.29万,3.32%,50.30,48.66,49.80,49.38,0.56,1.45%,73.07,4.50
000429,粤高速Ａ,6.19,0.16%,0.01,2.02万,1251.49万,1.29%,6.23,6.15,6.18,6.18,1.07,0.16%,28.12,1.41
605100,华丰股份,43.47,0.16%,0.07,3274,1426.62万,2.12%,43.95,43.03,43.08,43.40,0.58,1.51%,20.64,2.23
601939,建设银行,6.25,0.16%,0.01,118.44万,7.41亿,0.96%,6.28,6.22,6.26,6.24,0.92,1.23%,5.69,0.71
002903,宇环数控,12.54,0.16%,0.02,1.60万,2002.12万,3.19%,12.72,12.32,12.52,12.52,0.88,1.77%,47.52,2.98
601198,东兴证券,12.55,0.16%,0.02,13.85万,1.76亿,2.95%,12.88,12.51,12.66,12.53,1.13,0.50%,20.40,1.65
002748,世龙实业,6.28,0.16%,0.01,4346,273.44万,2.07%,6.35,6.22,6.26,6.27,0.49,0.18%,-48.11,1.38
603808,歌力思,12.58,0.16%,0.02,2.46万,3139.89万,4.06%,13.02,12.51,12.55,12.56,1.09,0.74%,9.19,1.95
002752,昇兴股份,6.31,0.16%,0.01,5.38万,3366.78万,2.22%,6.32,6.18,6.22,6.30,0.73,0.65%,-152.27,2.94
002641,永高股份,6.31,0.16%,0.01,6.14万,3895.41万,2.70%,6.44,6.27,6.31,6.30,0.70,0.63%,10.87,2.04
601336,新华保险,57.27,0.16%,0.09,7.48万,4.31亿,1.73%,57.99,57.00,57.01,57.18,0.68,0.36%,12.07,1.90
603221,爱丽家居,12.93,0.15%,0.02,6752,877.49万,1.94%,13.08,12.83,12.83,12.91,0.36,1.13%,37.62,2.16
601567,三星医疗,6.63,0.15%,0.01,4.28万,2838.87万,1.51%,6.68,6.58,6.62,6.62,0.66,0.31%,9.44,1.11
300509,新美星,6.64,0.15%,0.01,3.35万,2247.59万,2.87%,6.78,6.59,6.59,6.63,0.89,2.01%,45.90,3.38
600328,中盐化工,6.66,0.15%,0.01,5.45万,3646.80万,2.41%,6.78,6.62,6.68,6.65,0.79,0.97%,17.75,1.03
600229,城市传媒,6.66,0.15%,0.01,1.32万,883.58万,1.50%,6.71,6.61,6.67,6.65,0.79,0.19%,15.33,1.63
300652,雷迪克,20.15,0.15%,0.03,1.30万,2587.09万,4.13%,20.39,19.56,19.92,20.12,0.66,1.57%,35.12,2.36
600461,洪城水业,6.74,0.15%,0.01,5.04万,3399.47万,1.49%,6.79,6.69,6.74,6.73,0.85,0.55%,9.20,1.27
600378,昊华科技,20.30,0.15%,0.03,1.91万,3891.11万,2.66%,20.54,20.00,20.23,20.27,0.55,0.54%,31.41,2.97
300429,强力新材,13.84,0.14%,0.02,10.34万,1.45亿,3.62%,14.20,13.70,13.90,13.82,0.69,3.27%,62.01,4.12
002667,鞍重股份,6.92,0.14%,0.01,1.37万,951.84万,1.74%,7.00,6.88,6.92,6.91,0.68,0.60%,99.46,2.03
003025,思进智能,34.70,0.14%,0.05,2.48万,8650.01万,3.69%,35.40,34.12,34.53,34.65,0.42,12.36%,28.00,3.42
300811,铂科新材,69.90,0.14%,0.10,2500,1752.94万,2.41%,71.00,69.32,69.40,69.80,0.57,1.74%,38.88,4.83
600177,雅戈尔,7.09,0.14%,0.01,8.60万,6102.29万,0.99%,7.11,7.04,7.09,7.08,0.64,0.19%,4.41,1.18
603001,奥康国际,7.11,0.14%,0.01,5842,416.07万,1.27%,7.17,7.08,7.10,7.10,0.46,0.15%,229.68,0.79
300357,我武生物,73.50,0.14%,0.10,2.21万,1.65亿,3.42%,76.01,73.50,73.68,73.40,0.82,0.47%,125.97,27.37
600661,昂立教育,14.73,0.14%,0.02,4906,723.29万,1.90%,14.93,14.65,14.75,14.71,1.05,0.17%,-44.52,5.34
000919,金陵药业,7.38,0.14%,0.01,13.76万,1.02亿,3.39%,7.53,7.28,7.30,7.37,0.81,2.74%,35.95,1.30
003015,日久光电,14.78,0.14%,0.02,5.40万,8023.40万,4.47%,15.12,14.46,14.60,14.76,0.54,7.69%,40.40,3.76
603003,龙宇燃油,7.42,0.13%,0.01,1.38万,1027.92万,1.48%,7.49,7.38,7.39,7.41,0.57,0.33%,135.56,0.79
603031,安德利,22.73,0.13%,0.03,3643,833.11万,6.21%,23.46,22.05,22.08,22.70,0.41,0.33%,498.66,4.08
300385,雪浪环境,7.58,0.13%,0.01,3.31万,2519.70万,1.98%,7.67,7.52,7.54,7.57,0.61,1.37%,19.49,1.95
603668,天马科技,7.78,0.13%,0.01,3.01万,2354.07万,2.19%,7.92,7.75,7.78,7.77,0.62,0.89%,24.47,2.15
000553,安道麦A,7.82,0.13%,0.01,2.04万,1592.76万,1.54%,7.88,7.76,7.82,7.81,0.79,0.09%,61.09,0.83
603527,众源新材,7.95,0.13%,0.01,1.10万,876.92万,2.14%,8.08,7.91,7.91,7.94,0.55,0.45%,28.41,2.07
003006,百亚股份,23.90,0.13%,0.03,6.02万,1.39亿,12.15%,24.50,21.60,23.88,23.87,0.85,14.08%,58.97,9.57
000089,深圳机场,7.98,0.13%,0.01,7.23万,5790.89万,1.38%,8.06,7.95,7.96,7.97,0.52,0.35%,-199.36,1.38
000666,经纬纺机,8.00,0.13%,0.01,2.41万,1934.48万,1.13%,8.06,7.97,7.97,7.99,0.61,0.82%,17.52,0.63
688016,心脉医疗,256.96,0.12%,0.32,5951,1.53亿,5.79%,264.31,249.45,256.60,256.64,1.33,1.61%,85.41,15.65
300487,蓝晓科技,40.93,0.12%,0.05,1.76万,7287.40万,4.13%,42.23,40.54,40.73,40.88,0.96,1.45%,40.13,5.53
603289,泰瑞机器,8.26,0.12%,0.01,3968,328.29万,1.94%,8.33,8.17,8.17,8.25,0.49,0.15%,24.45,2.12
600285,羚锐制药,8.36,0.12%,0.01,3.24万,2716.30万,2.04%,8.45,8.28,8.31,8.35,0.47,0.57%,13.21,2.09
688135,利扬芯片,42.25,0.12%,0.05,2.41万,1.03亿,4.72%,43.79,41.80,42.15,42.20,0.91,8.69%,141.31,6.03
688128,中国电研,16.95,0.12%,0.02,3743,634.89万,1.95%,17.13,16.80,16.93,16.93,0.55,0.40%,26.11,3.12
600479,千金药业,8.52,0.12%,0.01,2.39万,2035.96万,1.06%,8.58,8.49,8.50,8.51,0.41,0.57%,16.33,1.67
601211,国泰君安,17.05,0.12%,0.02,31.34万,5.36亿,1.53%,17.25,16.99,17.05,17.03,1.04,0.42%,12.73,1.22
000567,海德股份,8.62,0.12%,0.01,1.97万,1710.14万,2.21%,8.79,8.60,8.62,8.61,0.59,0.90%,35.82,1.27
600560,金自天正,8.82,0.11%,0.01,1.31万,1155.63万,1.93%,8.93,8.76,8.80,8.81,0.80,0.58%,45.66,2.46
601698,XD中国卫,17.71,0.11%,0.02,7.50万,1.33亿,3.79%,18.02,17.35,17.58,17.69,0.61,1.84%,158.22,6.15
300204,舒泰神,9.01,0.11%,0.01,9690,872.91万,2.56%,9.10,8.87,8.93,9.00,0.40,0.21%,-32.75,2.76
300700,岱勒新材,18.11,0.11%,0.02,1.41万,2562.80万,2.93%,18.39,17.86,18.12,18.09,0.57,2.40%,247.10,3.02
603700,宁水集团,28.13,0.11%,0.03,3.13万,8869.80万,2.60%,28.78,28.05,28.10,28.10,1.15,3.02%,23.46,4.14
000779,甘咨询,9.58,0.10%,0.01,1.02万,970.31万,1.88%,9.65,9.47,9.47,9.57,0.38,0.58%,12.78,1.79
000519,中兵红箭,9.58,0.10%,0.01,31.79万,3.05亿,3.55%,9.75,9.41,9.56,9.57,0.99,2.28%,30.37,1.58
002444,巨星科技,28.93,0.10%,0.03,11.95万,3.47亿,3.15%,29.46,28.55,28.61,28.90,0.84,1.18%,21.31,3.67
603937,丽岛新材,9.75,0.10%,0.01,7852,766.75万,1.64%,9.84,9.68,9.74,9.74,0.49,0.38%,18.49,1.39
002394,联发股份,9.76,0.10%,0.01,1.52万,1480.17万,1.13%,9.82,9.71,9.73,9.75,0.68,0.47%,6.84,0.90
300915,海融科技,79.13,0.10%,0.08,1.83万,1.45亿,6.31%,82.00,77.01,78.34,79.05,0.96,12.17%,73.73,3.70
688081,兴图新科,29.68,0.10%,0.03,2287,675.83万,2.33%,29.90,29.21,29.59,29.65,0.67,1.31%,961.52,3.13
300482,万孚生物,89.09,0.10%,0.09,3.01万,2.66亿,2.90%,89.89,87.31,88.17,89.00,0.55,1.24%,40.46,11.27
002947,恒铭达,39.92,0.10%,0.04,2.20万,8663.36万,8.40%,41.06,37.71,39.88,39.88,2.51,4.52%,46.57,3.74
688156,路德环境,20.20,0.10%,0.02,3001,607.09万,1.83%,20.40,20.03,20.38,20.18,0.67,1.44%,62.26,2.72
300909,汇创达,52.06,0.10%,0.05,2.39万,1.25亿,4.17%,53.17,51.00,51.00,52.01,0.89,10.01%,56.17,4.76
300381,溢多利,10.69,0.09%,0.01,3.33万,3550.05万,3.75%,10.84,10.44,10.52,10.68,0.51,0.71%,31.94,1.78
603159,上海亚虹,10.91,0.09%,0.01,1.16万,1263.52万,2.94%,11.12,10.80,11.03,10.90,0.93,0.83%,41.83,3.58
002331,皖通科技,11.06,0.09%,0.01,3.55万,3936.43万,2.71%,11.22,10.92,11.07,11.05,0.79,0.93%,76.08,2.07
603320,迪贝电气,11.23,0.09%,0.01,1.14万,1287.98万,2.23%,11.35,11.10,11.21,11.22,0.36,0.88%,34.54,2.19
603790,雅运股份,11.24,0.09%,0.01,6071,683.48万,2.05%,11.35,11.12,11.30,11.23,0.47,0.99%,31.39,1.89
688278,特宝生物,34.76,0.09%,0.03,4959,1726.88万,2.36%,35.21,34.39,34.95,34.73,0.44,1.23%,139.06,14.73
600007,中国国贸,12.15,0.08%,0.01,1.81万,2216.65万,2.14%,12.34,12.08,12.15,12.14,0.79,0.18%,14.99,1.57
688093,世华科技,24.40,0.08%,0.02,1.09万,2646.89万,2.58%,24.83,24.20,24.83,24.38,0.73,2.78%,39.79,4.03
688015,交控科技,37.28,0.08%,0.03,4072,1521.52万,1.80%,37.62,36.95,37.07,37.25,0.63,0.45%,34.88,5.05
600148,长春一东,14.30,0.07%,0.01,1.31万,1880.33万,1.96%,14.47,14.19,14.28,14.29,0.72,0.93%,31.10,4.29
600587,新华医疗,14.42,0.07%,0.01,3.06万,4387.90万,2.08%,14.50,14.20,14.42,14.41,0.72,0.76%,20.64,1.34
002048,宁波华翔,15.31,0.07%,0.01,4.01万,6123.68万,1.57%,15.40,15.16,15.31,15.30,0.65,0.72%,11.82,0.96
300789,唐源电气,46.91,0.06%,0.03,3314,1576.71万,2.58%,48.12,46.91,46.94,46.88,0.67,1.95%,43.77,3.00
603037,凯众股份,15.97,0.06%,0.01,7169,1142.97万,2.19%,16.16,15.81,15.96,15.96,0.60,0.68%,25.39,2.00
601688,华泰证券,17.40,0.06%,0.01,64.33万,11.27亿,1.90%,17.72,17.39,17.48,17.39,1.03,0.87%,13.40,1.24
002971,和远气体,17.68,0.06%,0.01,8393,1490.53万,1.87%,17.95,17.62,17.67,17.67,0.75,2.10%,34.83,2.65
603279,景津环保,18.51,0.05%,0.01,1.60万,2963.87万,2.05%,18.73,18.35,18.41,18.50,0.54,0.84%,18.32,2.65
600753,东方银星,18.75,0.05%,0.01,1.71万,3240.17万,3.15%,19.30,18.71,18.82,18.74,0.50,0.95%,267.18,15.90
300642,透景生命,57.03,0.05%,0.03,6431,3663.44万,4.26%,58.25,55.82,57.10,57.00,0.66,0.87%,115.32,4.40
300871,回盛生物,39.18,0.05%,0.02,1.08万,4274.20万,2.37%,40.06,39.13,39.21,39.16,0.76,4.11%,33.50,3.26
300600,国瑞科技,21.16,0.05%,0.01,2.65万,5582.60万,3.59%,21.59,20.83,21.22,21.15,0.45,1.29%,101.48,5.45
603858,步长制药,22.73,0.04%,0.01,6.46万,1.47亿,2.24%,22.91,22.40,22.66,22.72,0.71,0.57%,13.94,1.96
300778,新城市,25.55,0.04%,0.01,7410,1909.63万,2.70%,26.20,25.51,25.54,25.54,0.77,1.61%,25.75,2.69
002223,鱼跃医疗,27.54,0.04%,0.01,10.38万,2.85亿,1.67%,27.66,27.20,27.40,27.53,0.54,1.20%,13.71,3.84
300033,同花顺,117.49,0.03%,0.04,5.66万,6.69亿,2.44%,119.98,117.12,117.50,117.45,0.64,2.10%,61.35,14.71
603355,莱克电气,29.95,0.03%,0.01,6941,2082.11万,2.67%,30.50,29.70,30.00,29.94,0.75,0.17%,22.19,3.51
600872,中炬高新,65.00,0.03%,0.02,6.42万,4.17亿,1.89%,65.58,64.35,64.97,64.98,0.76,0.81%,58.15,11.79
603638,艾迪精密,68.90,0.03%,0.02,1.08万,7359.80万,3.14%,69.18,67.02,68.20,68.88,0.70,0.19%,73.53,17.53
601601,中国太保,36.26,0.03%,0.01,28.14万,10.28亿,2.57%,36.98,36.05,36.23,36.25,0.64,0.41%,13.32,1.72
002901,大博医疗,72.93,0.03%,0.02,1.45万,1.05亿,3.13%,73.50,71.22,71.98,72.91,0.59,0.36%,51.45,15.25
603027,千禾味业,37.73,0.03%,0.01,5.01万,1.90亿,2.15%,38.29,37.48,37.50,37.72,0.69,0.76%,84.13,13.19
688557,兰剑智能,39.16,0.03%,0.01,6632,2620.25万,4.06%,40.25,38.66,38.66,39.15,0.55,4.01%,30.10,3.31
688819,天能股份,-,-,-,-,-,-,-,-,-,-,-,-,-,-
688686,奥普特,-,-,-,-,-,-,-,-,-,78.49,-,-,26.76,9.32
688656,浩欧博,-,-,-,-,-,-,-,-,-,-,-,-,-,-
688618,三旺通信,-,-,-,-,-,-,-,-,-,34.08,-,-,26.72,2.62
688617,惠泰医疗,-,-,-,-,-,-,-,-,-,74.46,-,-,39.01,8.84
688580,伟思医疗,89.35,0.00%,0.00,4810,4314.53万,3.20%,91.11,88.25,89.01,89.35,0.65,3.07%,53.50,4.53
688571,杭华股份,9.80,0.00%,0.00,5.22万,5129.57万,2.14%,9.96,9.75,9.75,9.80,0.55,7.18%,33.76,2.47
688317,之江生物,-,-,-,-,-,-,-,-,-,-,-,-,-,-
688063,派能科技,-,-,-,-,-,-,-,-,-,56.00,-,-,33.06,3.27
605277,新亚电子,-,-,-,-,-,-,-,-,-,16.95,-,-,21.42,4.99
605228,神通科技,-,-,-,-,-,-,-,-,-,-,-,-,-,-
605188,国光连锁,9.81,0.00%,0.00,1.31万,1296.11万,3.26%,10.05,9.73,9.80,9.81,0.67,2.65%,41.68,4.47
605155,西大门,-,-,-,-,-,-,-,-,-,21.17,-,-,26.86,3.80
605005,合兴股份,-,-,-,-,-,-,-,-,-,-,-,-,-,-
603903,中持股份,-,-,-,-,-,-,-,-,-,10.27,-,-,19.31,2.13
603900,莱绅通灵,7.59,0.00%,0.00,1.76万,1345.84万,2.24%,7.73,7.56,7.63,7.59,0.59,0.52%,20.84,1.13
603885,吉祥航空,11.22,0.00%,0.00,6.75万,7697.27万,4.99%,11.68,11.12,11.20,11.22,0.71,0.38%,-34.49,2.00
603860,中公高科,22.18,0.00%,0.00,2754,613.08万,1.62%,22.46,22.10,22.18,22.18,0.69,0.41%,-680.05,2.35
603829,洛凯股份,10.58,0.00%,0.00,9256,975.43万,2.55%,10.69,10.42,10.58,10.58,0.80,1.28%,26.97,2.37
603776,永安行,16.18,0.00%,0.00,1.51万,2454.39万,2.53%,16.46,16.05,16.06,16.18,0.47,0.81%,20.74,1.09
603687,大胜达,9.03,0.00%,0.00,1.43万,1298.86万,1.99%,9.19,9.01,9.03,9.03,0.58,1.01%,23.85,2.39
603685,晨丰科技,10.88,0.00%,0.00,4328,473.60万,2.57%,11.08,10.80,10.88,10.88,0.60,0.26%,27.20,1.76
603506,南都物业,19.34,0.00%,0.00,1.31万,2552.91万,4.14%,19.75,18.95,19.34,19.34,1.06,3.92%,18.52,3.27
603357,设计总院,9.08,0.00%,0.00,1.18万,1071.32万,1.43%,9.18,9.05,9.08,9.08,0.72,0.26%,10.73,1.63
603356,华菱精工,11.24,0.00%,0.00,1.04万,1172.57万,1.78%,11.40,11.20,11.25,11.24,0.74,1.15%,15.94,1.94
603303,得邦照明,10.48,0.00%,0.00,1.52万,1598.31万,2.10%,10.63,10.41,10.50,10.48,0.67,0.31%,13.29,1.80
603269,海鸥股份,11.29,0.00%,0.00,4389,498.24万,1.42%,11.43,11.27,11.37,11.29,0.70,0.39%,265.71,1.56
603239,浙江仙通,17.25,0.00%,0.00,1.20万,2051.28万,2.32%,17.40,17.00,17.20,17.25,0.66,0.44%,49.57,5.01
603165,荣晟环保,12.03,0.00%,0.00,6118,735.83万,1.25%,12.09,11.94,12.02,12.03,0.46,0.24%,13.15,1.98
603029,天鹅股份,12.93,0.00%,0.00,3366,434.19万,1.93%,13.00,12.75,12.85,12.93,0.48,0.36%,-121.13,1.74
603023,威帝股份,4.22,0.00%,0.00,2.10万,890.98万,1.90%,4.28,4.20,4.20,4.22,0.95,0.37%,201.63,3.16
603013,亚普股份,14.08,0.00%,0.00,1.41万,1980.09万,2.63%,14.17,13.80,14.05,14.08,0.60,2.36%,13.55,2.21
603011,合锻智能,5.20,0.00%,0.00,6.50万,3399.54万,2.50%,5.30,5.17,5.21,5.20,0.70,1.45%,63.56,1.39
601998,中信银行,5.07,0.00%,0.00,11.89万,6026.32万,0.59%,5.09,5.06,5.08,5.07,0.89,0.04%,5.04,0.54
601989,中国重工,4.07,0.00%,0.00,62.29万,2.54亿,1.23%,4.11,4.06,4.07,4.07,0.74,0.34%,-620.23,1.09
601988,中国银行,3.17,0.00%,0.00,81.95万,2.59亿,0.32%,3.17,3.16,3.17,3.17,1.08,0.04%,4.80,0.54
601963,重庆银行,-,-,-,-,-,-,-,-,-,-,-,-,-,-
601929,吉视传媒,2.00,0.00%,0.00,13.51万,2702.05万,2.00%,2.02,1.98,1.99,2.00,0.92,0.43%,115.97,0.94
601766,中国中车,5.32,0.00%,0.00,35.90万,1.91亿,0.75%,5.35,5.31,5.32,5.32,1.15,0.15%,16.86,1.10
601669,中国电建,3.82,0.00%,0.00,33.54万,1.28亿,1.05%,3.85,3.81,3.82,3.82,0.64,0.30%,7.50,0.66
601668,中国建筑,4.95,0.00%,0.00,106.51万,5.28亿,0.81%,4.98,4.94,4.96,4.95,0.57,0.26%,5.00,0.74
601558,退市锐电,-,-,-,-,-,-,-,-,-,0.25,-,-,-,-
601377,兴业证券,8.25,0.00%,0.00,61.65万,5.13亿,2.42%,8.43,8.23,8.33,8.25,0.92,0.92%,13.68,1.50
601366,利群股份,6.92,0.00%,0.00,4.23万,2908.79万,1.16%,6.92,6.84,6.90,6.92,0.77,0.49%,84.87,1.34
601299,中国北车,-,-,-,-,-,-,-,-,-,29.98,-,-,-,-
601288,农业银行,3.14,0.00%,0.00,163.13万,5.12亿,0.64%,3.15,3.13,3.14,3.14,0.93,0.06%,4.99,0.60
601268,*ST二重,-,-,-,-,-,-,-,-,-,2.35,-,-,-,-
601258,ST庞大,1.02,0.00%,0.00,22.96万,2339.68万,1.96%,1.03,1.01,1.02,1.02,0.87,0.22%,101.33,0.99
601086,国芳集团,4.19,0.00%,0.00,1.67万,700.81万,1.67%,4.22,4.15,4.16,4.19,0.69,0.25%,37.86,1.49
601006,大秦铁路,6.44,0.00%,0.00,23.17万,1.49亿,0.78%,6.47,6.42,6.44,6.44,0.98,0.16%,8.07,0.82
601005,重庆钢铁,1.49,0.00%,0.00,38.27万,5720.35万,2.01%,1.51,1.48,1.49,1.49,0.77,0.46%,26.91,0.67
600991,广汽长丰,-,-,-,-,-,-,-,-,-,17.82,-,-,-,-
600899,*ST信联,-,-,-,-,-,-,-,-,-,1.13,-,-,-,-
600891,*ST秋林,-,-,-,-,-,-,-,-,-,1.19,-,-,-4.61,-0.42
600878,*ST北科,-,-,-,-,-,-,-,-,-,2.64,-,-,-,-
600852,*ST中川,-,-,-,-,-,-,-,-,-,0.72,-,-,-,-
600849,上药转换,-,-,-,-,-,-,-,-,-,14.79,-,-,-,-
600844,丹化科技,4.16,0.00%,0.00,89.51万,3.63亿,14.42%,4.40,3.80,4.08,4.16,1.18,10.88%,-14.00,2.88
600843,上工申贝,6.11,0.00%,0.00,6932,422.87万,0.82%,6.13,6.08,6.11,6.11,0.76,0.23%,61.77,1.43
600842,中西药业,-,-,-,-,-,-,-,-,-,13.96,-,-,-,-
600841,上柴股份,-,-,-,-,-,-,-,-,-,10.81,-,-,50.66,2.39
600840,新湖创业,-,-,-,-,-,-,-,-,-,23.80,-,-,-,-
600832,东方明珠,-,-,-,-,-,-,-,-,-,23.18,-,-,-,-
600824,益民集团,3.64,0.00%,0.00,1.70万,618.34万,1.37%,3.66,3.61,3.62,3.64,0.70,0.16%,92.21,1.55
600822,上海物贸,10.37,0.00%,0.00,3.02万,3138.16万,3.28%,10.59,10.25,10.50,10.37,0.78,0.76%,95.52,7.23
600813,ST鞍一工,-,-,-,-,-,-,-,-,-,3.83,-,-,-,-
600806,退市昆机,-,-,-,-,-,-,-,-,-,1.47,-,-,-,-
600799,*ST龙科,-,-,-,-,-,-,-,-,-,0.54,-,-,-,-
600795,国电电力,2.24,0.00%,0.00,86.59万,1.94亿,1.79%,2.26,2.22,2.24,2.24,0.97,0.44%,14.83,0.86
600788,*ST达曼,-,-,-,-,-,-,-,-,-,0.91,-,-,-,-
600786,东方锅炉,-,-,-,-,-,-,-,-,-,82.20,-,-,-,-
600782,新钢股份,4.51,0.00%,0.00,23.96万,1.08亿,1.77%,4.57,4.49,4.51,4.51,1.00,0.75%,5.72,0.63
600778,友好集团,3.94,0.00%,0.00,2.51万,1002.21万,2.54%,4.03,3.93,3.95,3.94,0.91,0.81%,-6.18,1.60
600772,S*ST龙昌,-,-,-,-,-,-,-,-,-,1.30,-,-,-,-
600768,宁波富邦,8.71,0.00%,0.00,8526,743.34万,1.61%,8.79,8.65,8.70,8.71,0.56,0.64%,441.24,4.97
600767,ST运盛,2.82,0.00%,0.00,4.79万,1366.85万,5.67%,2.95,2.79,2.93,2.82,1.90,1.41%,265.76,4.43
600762,S*ST金荔,-,-,-,-,-,-,-,-,-,0.77,-,-,-,-
600752,*ST哈慈,-,-,-,-,-,-,-,-,-,0.84,-,-,-,-
600749,西藏旅游,8.51,0.00%,0.00,1.03万,883.47万,2.23%,8.65,8.46,8.50,8.51,1.14,0.46%,-1342.06,1.88
600747,退市大控,-,-,-,-,-,-,-,-,-,0.26,-,-,-,-
600743,华远地产,2.15,0.00%,0.00,7.52万,1627.94万,1.40%,2.18,2.15,2.15,2.15,0.86,0.32%,13.04,0.61
600738,兰州民百,6.42,0.00%,0.00,10.86万,7018.60万,2.65%,6.57,6.40,6.42,6.42,0.80,1.47%,46.88,2.96
600736,苏州高新,4.69,0.00%,0.00,3.07万,1445.90万,1.49%,4.74,4.67,4.68,4.69,0.73,0.27%,26.34,0.79
600713,南京医药,4.41,0.00%,0.00,2.74万,1209.64万,1.13%,4.44,4.39,4.40,4.41,0.50,0.31%,12.19,1.09
600710,苏美达,5.30,0.00%,0.00,11.76万,6282.97万,2.83%,5.42,5.27,5.27,5.30,0.96,0.90%,9.91,1.33
600709,ST生态,-,-,-,-,-,-,-,-,-,3.02,-,-,-,-
600701,*ST工新,-,-,-,-,-,-,-,-,-,1.17,-,-,-2.54,-0.28
600700,*ST数码,-,-,-,-,-,-,-,-,-,0.64,-,-,-,-
600695,绿庭投资,6.43,0.00%,0.00,11.09万,7216.58万,4.20%,6.66,6.39,6.41,6.43,1.32,3.03%,53.74,6.02
600689,上海三毛,7.06,0.00%,0.00,8309,589.12万,2.12%,7.17,7.02,7.09,7.06,0.66,0.55%,-115.81,3.13
600687,*ST刚泰,-,-,-,-,-,-,-,-,-,0.50,-,-,-0.90,0.84
600680,*ST上普,-,-,-,-,-,-,-,-,-,7.69,-,-,-,-
600677,*ST航通,-,-,-,-,-,-,-,-,-,3.01,-,-,-13.57,-7.36
600673,东阳光,5.05,0.00%,0.00,12.21万,6181.23万,1.78%,5.10,5.01,5.05,5.05,0.95,0.50%,65.85,2.26
600672,*ST华圣,-,-,-,-,-,-,-,-,-,0.70,-,-,-,-
600670,*ST斯达,-,-,-,-,-,-,-,-,-,2.87,-,-,-,-
